Date,Rainfall(inch),Temperature(0.9m),Temperature(1.8m),Air Temp F,Air Temp C
11/10/2018,0,18.242,,44.5,6.944444444
11/11/2018,0,17.633,,49.1,9.5
11/12/2018,0.01,16.996,,45.1,7.277777778
11/13/2018,0,16.429,,35.4,1.888888889
11/14/2018,0.03,15.767,,36,2.222222222
11/15/2018,0,15.212,,45.1,7.277777778
11/16/2018,0,15,,56.2,13.44444444
11/17/2018,0,15.083,,58.3,14.61111111
11/18/2018,0,15.329,,48.9,9.388888889
11/19/2018,0,15.317,,44.2,6.777777778
11/20/2018,0,15.121,,46.5,8.055555556
11/21/2018,0,14.896,,47.1,8.388888889
11/22/2018,0,14.725,,52.1,11.16666667
11/23/2018,0,14.763,,61.9,16.61111111
11/24/2018,0,14.983,,58.7,14.83333333
11/25/2018,0,15.179,,59.5,15.27777778
11/26/2018,0,15.217,,41.6,5.333333333
11/27/2018,0,14.867,,48.3,9.055555556
11/28/2018,0,14.6,,55.1,12.83333333
11/29/2018,0,14.638,,63.9,17.72222222
11/30/2018,0.26,15.05,,69.1,20.61111111
12/1/2018,0,15.621,,66,18.88888889
12/2/2018,0,15.8,,56.6,13.66666667
12/3/2018,0,15.7,,51.1,10.61111111
12/4/2018,0,15.404,,40.7,4.833333333
12/5/2018,0,14.963,,43,6.111111111
12/6/2018,0.2,14.642,,51.5,10.83333333
12/7/2018,0.82,14.567,,47.2,8.444444444
12/8/2018,0.11,14.079,,42.7,5.944444444
12/9/2018,0,13.771,,42.1,5.611111111
12/10/2018,0,13.542,,44,6.666666667
12/11/2018,0,13.317,,47.9,8.833333333
12/12/2018,0,13.2,,54.7,12.61111111
12/13/2018,0.05,13.421,,61.2,16.22222222
12/14/2018,0.02,13.867,,46.1,7.833333333
12/15/2018,0,13.833,,48.6,9.222222222
12/16/2018,0,13.621,,49.8,9.888888889
12/17/2018,0,13.483,,50.1,10.05555556
12/18/2018,0,13.371,,48.5,9.166666667
12/19/2018,0.03,13.304,,54.9,12.72222222
12/20/2018,0,13.467,,54.6,12.55555556
12/21/2018,0,13.471,,50.3,10.16666667
12/22/2018,0,13.346,,54.5,12.5
12/23/2018,0,13.258,,49.6,9.777777778
12/24/2018,0,13.104,,49.1,9.5
12/25/2018,0,13.079,,59.7,15.38888889
12/26/2018,0,13.479,,63.4,17.44444444
12/27/2018,0,14.15,,58.1,14.5
12/28/2018,0,14.129,,42.3,5.722222222
12/29/2018,0,13.721,,39.6,4.222222222
12/30/2018,0.32,13.25,,39.1,3.944444444
12/31/2018,0,12.871,,47,8.333333333
1/1/2019,0.88,12.675,,42,5.555555556
1/2/2019,0.32,11.871,,35.4,1.888888889
1/3/2019,0,10.783,,37.9,3.277777778
1/4/2019,0,10.912,,44.5,6.944444444
1/5/2019,0,11.104,,50.3,10.16666667
1/6/2019,0.01,11.288,,56.8,13.77777778
1/7/2019,0,11.671,,66.8,19.33333333
1/8/2019,0,12.271,,59,15
1/9/2019,0,12.5,,52.2,11.22222222
1/10/2019,0.25,12.421,,47.4,8.555555556
1/11/2019,0,12.25,,49.1,9.5
1/12/2019,0,12.2,,49.2,9.555555556
1/13/2019,0,12.2,,40.9,4.944444444
1/14/2019,0,12.029,,39.4,4.111111111
1/15/2019,0,11.817,,42.2,5.666666667
1/16/2019,0,11.7,,51.7,10.94444444
1/17/2019,0,11.833,,56.3,13.5
1/18/2019,0,12.096,,51.9,11.05555556
1/19/2019,0,12.267,,46.5,8.055555556
1/20/2019,0,12.2,,35.1,1.722222222
1/21/2019,0.02,11.817,,45.3,7.388888889
1/22/2019,0,11.7,,57.5,14.16666667
1/23/2019,0,11.862,,38.3,3.5
1/24/2019,0,11.65,,43.5,6.388888889
1/25/2019,0,11.45,,42.7,5.944444444
1/26/2019,0,11.3,,46.2,7.888888889
1/27/2019,0,11.342,,47,8.333333333
1/28/2019,0,11.392,,52.7,11.5
1/29/2019,0,11.479,,40.5,4.722222222
1/30/2019,0,11.275,,43,6.111111111
1/31/2019,0,11.05,,47.7,8.722222222
2/1/2019,0,11.108,,57.2,14
2/2/2019,0,11.508,,59.2,15.11111111
2/3/2019,0,11.987,,64.1,17.83333333
2/4/2019,0,12.604,,69.4,20.77777778
2/5/2019,0,13.329,,70.7,21.5
2/6/2019,0.09,14.046,,72.5,22.5
2/7/2019,0,14.658,,56.6,13.66666667
2/8/2019,0.14,14.55,,31.5,-0.277777778
2/9/2019,0.16,13.633,,37.1,2.833333333
2/10/2019,0.25,12.888,,39,3.888888889
2/11/2019,0,12.421,,50.3,10.16666667
2/12/2019,0,12.446,,52.5,11.38888889
2/13/2019,0,12.479,,49.3,9.611111111
2/14/2019,0,12.404,,61,16.11111111
2/15/2019,0,12.683,,62.1,16.72222222
2/16/2019,0,13.067,,39.4,4.111111111
2/17/2019,0,12.883,,45.1,7.277777778
2/18/2019,0.28,12.75,,42.1,5.611111111
2/19/2019,0,12.458,,39,3.888888889
2/20/2019,0.01,12.025,,43.6,6.444444444
2/21/2019,0.07,11.9,,48.4,9.111111111
2/22/2019,0,11.9,,48.6,9.222222222
2/23/2019,0,11.912,,56.6,13.66666667
2/24/2019,0,12.138,,50.7,10.38888889
2/25/2019,0,12.158,,50.7,10.38888889
2/26/2019,0,12.113,,55.9,13.27777778
2/27/2019,0,12.367,,57.2,14
2/28/2019,0,12.625,,33.8,1
3/1/2019,0.02,12.342,,37.6,3.111111111
3/2/2019,0.05,12.025,,42.1,5.611111111
3/3/2019,0,11.829,,39.6,4.222222222
3/4/2019,0,11.575,,27.7,-2.388888889
3/5/2019,0,11.05,,32,0
3/6/2019,0,10.642,,39.7,4.277777778
3/7/2019,0,10.583,,56.3,13.5
3/8/2019,0.09,11.087,,68.6,20.33333333
3/9/2019,0,11.996,,72.7,22.61111111
3/10/2019,0,12.858,,59,15
3/11/2019,0.04,13.092,,56.5,13.61111111
3/12/2019,0.34,13.254,,60.2,15.66666667
3/13/2019,0.04,13.621,,64.8,18.22222222
3/14/2019,0,14.112,,61.9,16.61111111
3/15/2019,0,14.387,,52.8,11.55555556
3/16/2019,0,14.308,,51.2,10.66666667
3/17/2019,0,14.096,,53.2,11.77777778
3/18/2019,0,13.979,,57.2,14
3/19/2019,0,14.029,,61.3,16.27777778
3/20/2019,0,14.183,,60.4,15.77777778
3/21/2019,0,14.279,,61.1,16.16666667
3/22/2019,0.01,14.475,,64.2,17.88888889
3/23/2019,0,14.742,,66.9,19.38888889
3/24/2019,0.05,15.046,,70.7,21.5
3/25/2019,0,15.5,,67.2,19.55555556
3/26/2019,0,15.933,,62,16.66666667
3/27/2019,0,16.029,,63.9,17.72222222
3/28/2019,0,16.1,,67,19.44444444
3/29/2019,0,16.262,,68.9,20.5
3/30/2019,0,16.454,,60.6,15.88888889
3/31/2019,0,16.429,,48.7,9.277777778
4/1/2019,0,16.096,,50.6,10.33333333
4/2/2019,0,15.804,,56.5,13.61111111
4/3/2019,0,15.792,,61.2,16.22222222
4/4/2019,0,15.846,,69.7,20.94444444
4/5/2019,0.47,16.242,,67,19.44444444
4/6/2019,0.28,16.658,,66.3,19.05555556
4/7/2019,0,16.883,,66,18.88888889
4/8/2019,0,16.971,,69.2,20.66666667
4/9/2019,0,17.261,16.893,73.1,22.83333333
4/10/2019,0,17.588,17.067,78.3,25.72222222
4/11/2019,0,17.925,17.296,69.4,20.77777778
4/12/2019,1.5,17.958,17.492,59.3,15.16666667
4/13/2019,0.05,17.5,17.542,60.1,15.61111111
4/14/2019,0,17.238,17.508,53.6,12
4/15/2019,0,17.154,17.442,65.5,18.61111111
4/16/2019,0,17.221,17.4,69.9,21.05555556
4/17/2019,0.49,17.483,17.417,72.9,22.72222222
4/18/2019,0,17.8,17.542,68,20
4/19/2019,0,17.954,17.7,59.6,15.33333333
4/20/2019,0,17.821,17.8,63.1,17.27777778
4/21/2019,0,17.787,17.8,71,21.66666667
4/22/2019,0.06,17.979,17.821,72.2,22.33333333
4/23/2019,1.26,18.233,17.958,72.3,22.38888889
4/24/2019,0,18.508,18.213,65.5,18.61111111
4/25/2019,0,18.621,18.496,68,20
4/26/2019,0,18.617,18.4,71,21.66666667
4/27/2019,0.13,18.7,18.446,73.5,23.05555556
4/28/2019,0,18.817,18.533,75,23.88888889
4/29/2019,0.01,19.075,18.633,74.9,23.83333333
4/30/2019,0.06,19.317,18.812,77.6,25.33333333
5/1/2019,0.61,19.642,18.967,77.8,25.44444444
5/2/2019,0,19.9,19.171,68.9,20.5
5/3/2019,0.15,19.896,19.346,70.1,21.16666667
5/4/2019,0,19.879,19.4,71.4,21.88888889
5/5/2019,0,19.9,19.442,71.2,21.77777778
5/6/2019,0,20.042,19.55,77.3,25.16666667
5/7/2019,1.15,20.208,19.688,76.9,24.94444444
5/8/2019,0,20.567,20.279,69.1,20.61111111
5/9/2019,0.01,20.467,20.25,67.5,19.72222222
5/10/2019,1.28,20.337,20.1,56.4,13.55555556
5/11/2019,0,19.067,19.546,59.4,15.22222222
5/12/2019,0,19.083,19.571,66.6,19.22222222
5/13/2019,0,19.208,19.517,72.7,22.61111111
5/14/2019,0,19.404,19.5,75.5,24.16666667
5/15/2019,0,19.721,19.546,77.6,25.33333333
5/16/2019,0,20.054,19.713,79.5,26.38888889
5/17/2019,0.19,20.371,19.854,78.5,25.83333333
5/18/2019,0,20.667,20.033,75.9,24.38888889
5/19/2019,0,20.887,20.221,77.3,25.16666667
5/20/2019,0.02,21.113,20.4,80,26.66666667
5/21/2019,0,21.362,20.608,78.2,25.66666667
5/22/2019,0,21.471,20.75,78.7,25.94444444
5/23/2019,0,21.596,20.904,83.7,28.72222222
5/24/2019,0,21.954,21.067,83.6,28.66666667
5/25/2019,0,22.279,21.296,82.3,27.94444444
5/26/2019,0,22.542,21.513,82.2,27.88888889
5/27/2019,0,22.704,21.713,81.8,27.66666667
5/28/2019,0.09,22.879,21.892,80.8,27.11111111
5/29/2019,0,22.912,22.038,80.9,27.16666667
5/30/2019,0,23,22.154,75.6,24.22222222
5/31/2019,0.41,23.004,22.262,77.3,25.16666667
6/1/2019,0.18,22.846,22.3,79.5,26.38888889
6/2/2019,0,22.9,22.3,75.6,24.22222222
6/3/2019,0,22.962,22.333,82.7,28.16666667
6/4/2019,0.25,23.287,22.45,82,27.77777778
6/5/2019,0,23.487,22.6,78.7,25.94444444
6/6/2019,0,23.5,22.75,79.1,26.16666667
6/7/2019,0,23.671,22.846,77.6,25.33333333
6/8/2019,0.07,23.704,22.946,82.9,28.27777778
6/9/2019,0,23.887,23.029,82.7,28.16666667
6/10/2019,0,24,23.133,78,25.55555556
6/11/2019,0,23.962,23.233,74.2,23.44444444
6/12/2019,0,23.679,23.213,75.2,24
6/13/2019,0,23.487,23.175,77.8,25.44444444
6/14/2019,0,23.5,23.1,81.2,27.33333333
6/15/2019,0.64,23.725,23.138,84.9,29.38888889
6/16/2019,0,24.163,23.504,77,25
6/17/2019,0,23.879,23.729,74.7,23.72222222
6/18/2019,0.1,23.775,23.45,82.8,28.22222222
6/19/2019,0,23.912,23.4,84.8,29.33333333
6/20/2019,0,24.242,23.492,87.5,30.83333333
6/21/2019,0,24.642,23.671,88.3,31.27777778
6/22/2019,0.55,25.004,23.887,87,30.55555556
6/23/2019,0.05,25.233,24.104,86.9,30.5
6/24/2019,0,25.533,24.646,76.5,24.72222222
6/25/2019,0,25.188,24.5,81.3,27.38888889
6/26/2019,0,25.171,24.5,82.2,27.88888889
6/27/2019,0,25.2,24.504,81,27.22222222
6/28/2019,0.75,25.283,24.596,84.2,29
6/29/2019,0,25.567,24.879,86.8,30.44444444
6/30/2019,0,25.738,25.167,78.1,25.61111111
7/1/2019,0,25.433,24.946,82.1,27.83333333
7/2/2019,0.04,25.475,24.9,82.1,27.83333333
7/3/2019,0,25.592,24.917,82.4,28
7/4/2019,0,25.608,25,83.8,28.77777778
7/5/2019,0.48,25.792,25.021,85.7,29.83333333
7/6/2019,0,25.979,25.121,86.7,30.38888889
7/7/2019,0,26.117,25.242,85.9,29.94444444
7/8/2019,0,26.383,25.354,87.5,30.83333333
7/9/2019,0,26.517,25.521,86.9,30.5
7/10/2019,0,26.708,25.654,88.8,31.55555556
7/11/2019,0,26.987,25.812,84.5,29.16666667
7/12/2019,0,27.158,25.992,86,30
7/13/2019,0.01,27.267,26.138,85.7,29.83333333
7/14/2019,0,27.342,26.279,82.7,28.16666667
7/15/2019,0,27.258,26.333,83,28.33333333
7/16/2019,0,27.333,26.425,89,31.66666667
7/17/2019,0,27.65,26.529,88.7,31.5
7/18/2019,0,27.883,26.671,88.3,31.27777778
7/19/2019,0,28.113,26.837,88.6,31.44444444
7/20/2019,0,28.304,26.992,88.3,31.27777778
7/21/2019,0,28.458,27.154,88.6,31.44444444
7/22/2019,0,28.596,27.329,88,31.11111111
7/23/2019,0,28.696,27.433,83.5,28.61111111
7/24/2019,0,28.608,27.525,80.7,27.05555556
7/25/2019,0,28.412,27.517,79.6,26.44444444
7/26/2019,0,28.213,27.492,80.7,27.05555556
7/27/2019,0,28.054,27.412,83.3,28.5
7/28/2019,0,28.029,27.4,87.1,30.61111111
7/29/2019,0,28.296,27.417,86.9,30.5
7/30/2019,0,28.492,27.492,90.5,32.5
7/31/2019,0,28.692,27.613,87.6,30.88888889
8/1/2019,0,28.817,27.742,88.2,31.22222222
8/2/2019,0.39,28.858,27.829,87.9,31.05555556
8/3/2019,0.02,28.892,27.9,84.7,29.27777778
8/4/2019,0,28.65,27.9,84.2,29
8/5/2019,0,28.442,27.808,87.5,30.83333333
8/6/2019,0,28.458,27.8,90.3,32.38888889
8/7/2019,0,28.592,27.817,91.4,33
8/8/2019,0,28.779,27.871,90,32.22222222
8/9/2019,0,28.812,27.975,90.8,32.66666667
8/10/2019,0,29.013,28.05,91.3,32.94444444
8/11/2019,0,29.217,28.208,91.4,33
8/12/2019,0,29.4,28.329,91.9,33.27777778
8/13/2019,0.2,29.667,28.45,92.4,33.55555556
8/14/2019,0,29.867,28.579,88.1,31.16666667
8/15/2019,0,29.75,28.704,89.2,31.77777778
8/16/2019,0,29.758,28.729,90.7,32.61111111
8/17/2019,0,29.917,28.825,90.5,32.5
8/18/2019,0,30.113,28.929,90.3,32.38888889
8/19/2019,0,30.292,29.042,91.2,32.88888889
8/20/2019,0,30.404,29.154,92.5,33.61111111
8/21/2019,0,30.529,29.312,90.9,32.72222222
8/22/2019,0.17,30.629,29.429,90.5,32.5
8/23/2019,0,30.7,29.525,88.7,31.5
8/24/2019,0,30.729,29.579,85.9,29.94444444
8/25/2019,0,30.646,29.621,87.4,30.77777778
8/26/2019,0.48,30.688,29.646,91.7,33.16666667
8/27/2019,0,30.808,29.7,84,28.88888889
8/28/2019,0,30.367,29.696,83.6,28.66666667
8/29/2019,0,29.917,29.521,88.2,31.22222222
8/30/2019,0.09,29.896,29.321,84.6,29.22222222
8/31/2019,0,29.725,29.229,77.7,25.38888889
9/1/2019,0,29.146,29.058,83,28.33333333
9/2/2019,0,29,28.842,87,30.55555556
9/3/2019,0,29.142,28.754,88,31.11111111
9/4/2019,0,29.367,28.758,88.3,31.27777778
9/5/2019,0,29.458,28.829,88.4,31.33333333
9/6/2019,0,29.533,28.892,89.5,31.94444444
9/7/2019,0,29.742,28.933,90.7,32.61111111
9/8/2019,0,29.9,29.033,89.7,32.05555556
9/9/2019,0,30.054,29.125,87.7,30.94444444
9/10/2019,0,30.1,29.2,85.7,29.83333333
9/11/2019,0,30.108,29.229,84.6,29.22222222
9/12/2019,0,30.05,29.258,84.5,29.16666667
9/13/2019,0,30,29.25,88,31.11111111
9/14/2019,0,30.054,29.267,87.9,31.05555556
9/15/2019,0,30.1,29.3,88.7,31.5
9/16/2019,0,30.196,29.325,88.1,31.16666667
9/17/2019,0,30.204,29.379,85.8,29.88888889
9/18/2019,0,30.158,29.4,84.6,29.22222222
9/19/2019,0.35,30.017,29.333,79.1,26.16666667
9/20/2019,0,29.554,29.233,82,27.77777778
9/21/2019,0,29.246,29.092,84,28.88888889
9/22/2019,0,29.063,28.925,84.9,29.38888889
9/23/2019,0,29,28.812,85.5,29.72222222
9/24/2019,0,29.179,28.762,85.8,29.88888889
9/25/2019,0,29.292,28.8,86.6,30.33333333
9/26/2019,0,29.412,28.829,86.1,30.05555556
9/27/2019,0.28,29.492,28.9,85.3,29.61111111
9/28/2019,0,29.533,28.917,85.6,29.77777778
9/29/2019,0,29.696,28.983,86.1,30.05555556
9/30/2019,0,29.621,29,84.7,29.27777778
10/1/2019,0,29.467,29,85.4,29.66666667
10/2/2019,0,29.5,28.979,85.8,29.88888889
10/3/2019,0,29.521,28.996,86.6,30.33333333
10/4/2019,0,29.592,29,83.3,28.5
10/5/2019,0,29.487,29,81.6,27.55555556
10/6/2019,0,29.433,29,86.2,30.11111111
10/7/2019,0,29.404,28.962,71.2,21.77777778
10/8/2019,0,28.996,28.858,69.8,21
10/9/2019,0.56,28.438,28.633,73.5,23.05555556
10/10/2019,0.53,28.071,28.358,82.7,28.16666667
10/11/2019,0,27.833,28.175,57.5,14.16666667
10/12/2019,0,26.508,27.767,54.3,12.38888889
10/13/2019,0.05,25.229,27.05,64.4,18
10/14/2019,0.12,24.662,26.383,67.3,19.61111111
10/15/2019,0,24.4,25.892,75.3,24.05555556
10/16/2019,0,24.429,25.613,66.4,19.11111111
10/17/2019,0,24.025,25.371,59.9,15.5
10/18/2019,0.04,23.379,25.046,62.7,17.05555556
10/19/2019,0.72,23.046,24.708,71.6,22
10/20/2019,0.71,23.088,24.442,71.3,21.83333333
10/21/2019,0,23.321,24.329,69.7,20.94444444
10/22/2019,0,23.171,24.271,61.6,16.44444444
10/23/2019,1.07,22.642,24.071,66.5,19.16666667
10/24/2019,0.33,22.362,23.783,67.3,19.61111111
10/25/2019,0,22.175,23.575,49.8,9.888888889
10/26/2019,0,21.438,23.254,55.1,12.83333333
10/27/2019,0.02,21.004,22.842,61.8,16.55555556
10/28/2019,0.21,20.75,22.513,60.9,16.05555556
10/29/2019,0.18,20.542,22.25,49,9.444444444
10/30/2019,0,20.075,21.979,44.6,7
10/31/2019,0,19.304,21.588,40.2,4.555555556
11/1/2019,0,18.55,21.121,45.5,7.5
11/2/2019,0,17.987,20.633,50.3,10.16666667
11/3/2019,0,17.663,20.2,52.3,11.27777778
11/4/2019,0,17.5,19.875,62.3,16.83333333
11/5/2019,0,17.75,19.704,65.2,18.44444444
11/6/2019,0.49,18.154,19.696,67.6,19.77777778
11/7/2019,0,18.583,19.754,59.2,15.11111111
11/8/2019,0,18.575,19.879,47,8.333333333
11/9/2019,0,18.092,19.767,51.8,11
11/10/2019,0.04,17.758,19.517,61.1,16.16666667
11/11/2019,0.01,17.758,19.337,56.9,13.83333333
11/12/2019,0,17.642,19.233,30.7,-0.722222222
11/13/2019,0.02,16.917,19.038,35.4,1.888888889
11/14/2019,0,16.196,18.625,46.6,8.111111111
11/15/2019,0,15.875,18.242,48.2,9
11/16/2019,0,15.621,17.937,49.1,9.5
11/17/2019,0,15.446,17.679,54.3,12.38888889
11/18/2019,0,15.4,17.483,55.7,13.16666667
11/19/2019,0,15.467,17.362,62.7,17.05555556
11/20/2019,0.11,15.667,17.3,66.8,19.33333333
11/21/2019,0.25,16.058,17.342,71.4,21.88888889
11/22/2019,0,16.621,17.504,53,11.66666667
11/23/2019,0,16.712,17.679,45.5,7.5
11/24/2019,0,16.346,17.7,52.4,11.33333333
11/25/2019,0.06,16.054,17.575,60.6,15.88888889
11/26/2019,0.02,16.029,17.475,65.1,18.38888889
11/27/2019,0.33,16.196,17.421,52.5,11.38888889
11/28/2019,0.15,16.138,17.467,47.8,8.777777778
11/29/2019,0.41,15.867,17.371,49.7,9.833333333
11/30/2019,0,15.783,17.242,70,21.11111111
12/1/2019,0,16.171,17.229,,
12/2/2019,0,16.025,17.296,,
12/3/2019,0,15.604,17.163,,
12/4/2019,0,15.283,16.979,,
12/5/2019,0,15.196,16.804,,
12/6/2019,0,15.279,16.7,,
12/7/2019,0,15.429,16.7,,
12/8/2019,0,15.346,16.7,,
12/9/2019,0.32,15.329,16.625,,
12/10/2019,0,15.558,16.65,,
12/11/2019,,15.331,16.694,,
